Carrier,OriginAirportID,DestAirportID,DepDelay,ArrDelay
EV,13342,13244,-6,-12
EV,13342,13244,-7,-34
EV,13342,13244,-6,-8
EV,13342,13244,-10,-33
EV,13342,13244,-7,-20
EV,13342,13244,35,22
EV,11193,12953,-4,-21
EV,13487,14492,-3,-17
EV,14492,10721,-6,-31
EV,14492,10721,-4,-23
EV,14492,10721,60,29
EV,14492,10721,56,35
EV,14492,10721,-3,-8
EV,14492,10721,-5,-26
EV,14492,10721,-2,-14
EV,13487,14524,-4,-20
EV,13487,14524,26,28
EV,13487,14524,-1,-7
EV,13487,14524,164,148
EV,13487,14524,27,39
EV,13487,14524,1,7
EV,13487,14524,84,63
EV,13487,14524,-13,-14
EV,13487,14524,-3,-2
EV,13487,14524,76,81
EV,13487,14524,-8,-19
EV,13487,14524,-11,-29
EV,13487,14524,0,0
EV,13487,14524,99,97
EV,13487,14524,36,32
EV,13487,14524,-7,-18
EV,13487,14524,-4,-18
EV,13487,14524,-5,-16
EV,13487,14524,13,0
EV,13487,14524,109,150
EV,13487,14524,-3,-3
EV,13487,14524,57,47
EV,13487,14524,-7,-3
EV,14524,13487,-3,-30
EV,14524,13487,5,-12
EV,14524,13487,-5,-32
EV,14524,13487,6,-3
EV,14524,13487,0,0
EV,14524,13487,6,-24
EV,14524,13487,-4,-35
EV,14524,13487,-2,-18
EV,14524,13487,-3,-24
EV,14524,13487,-2,-5
EV,14524,13487,-4,-24
EV,14524,13487,6,-2
EV,14524,13487,-4,-22
EV,14524,13487,-7,-25
EV,14524,13487,-2,-34
EV,14524,13487,34,-2
EV,14524,13487,-5,-9
EV,14524,13487,-1,-19
EV,14524,13487,0,-7
EV,14524,13487,7,-18
EV,14524,13487,-1,-21
EV,11618,13487,-7,-17
EV,11618,13487,-4,-25
EV,11618,13487,-4,-32
EV,11618,13487,-9,-29
EV,11618,13487,-6,-28
EV,11618,13487,-7,-23
EV,14122,12953,0,0
EV,14122,12953,-5,12
EV,14122,12953,31,32
EV,14122,12953,-10,4
EV,14122,12953,-8,-17
EV,14122,12953,-9,-12
EV,14122,12953,-10,-3
EV,14122,12953,-10,-17
EV,14122,12953,-7,8
EV,14122,12953,-5,-5
EV,14122,12953,-10,-8
EV,14122,12953,0,0
EV,14122,12953,0,0
EV,14122,12953,175,193
EV,14122,12953,-5,-2
EV,14122,12953,41,42
EV,14122,12953,-4,-17
EV,14122,12953,-10,-8
EV,14122,12953,-8,1
EV,14122,12953,25,23
EV,14122,12953,238,248
EV,14122,12953,-9,6
EV,14122,12953,-11,-13
EV,10397,11618,0,-14
EV,10397,11618,-1,-16
EV,10397,11618,-1,-14
EV,11618,10397,-6,-12
EV,11618,10397,4,-10
EV,11618,10397,-2,-3
EV,11193,11057,-4,-10
EV,11193,11057,-5,-12
EV,11193,11057,-9,-5
EV,12266,11433,0,9
EV,12266,11433,-4,-2
EV,12266,11433,17,21
EV,12266,11433,7,8
EV,12266,11433,7,8
EV,12266,11433,2,18
EV,12266,11433,19,5
EV,14492,10721,-8,-30
EV,14492,10721,-4,-23
EV,14492,10721,-4,-26
EV,14492,10721,-7,-22
EV,14492,10721,49,24
EV,14492,10721,106,87
EV,14492,10721,-8,-29
EV,14492,10721,-8,-29
EV,14492,10721,-6,-20
EV,14492,10721,-4,-26
EV,14492,10721,-8,-17
EV,14492,10721,-2,-11
EV,14492,10721,-4,-38
EV,14492,10721,-1,-32
EV,14492,10721,-7,-31
EV,14492,10721,-4,-23
EV,14492,10721,-5,0
EV,14492,10721,7,-21
EV,14492,10721,-7,-25
EV,14492,10721,-6,-16
EV,14492,10721,-5,-11
EV,14492,10721,-5,-24
EV,14492,10721,-3,-25
EV,10721,11193,52,42
EV,10721,11193,-3,-5
EV,10721,11193,-10,19
EV,10721,11193,-4,4
EV,10721,11193,-4,-17
EV,13487,12339,8,-2
EV,10721,14492,-12,-24
EV,10721,14492,-7,-36
EV,10721,14492,-9,-36
EV,10721,14492,16,12
EV,10721,14492,15,20
EV,10721,14492,-3,31
EV,10721,14492,-9,-19
EV,10721,14492,-8,6
EV,10721,14492,-6,-9
EV,10721,14492,66,43
EV,10721,14492,-6,-15
EV,10721,14492,1,-17
EV,10721,14492,-9,-27
EV,10721,14492,-10,-31
EV,10721,14492,0,0
EV,10721,14492,-3,-2
EV,10721,14492,34,17
EV,10721,14492,-9,-29
EV,10721,14492,-10,-18
EV,10721,14492,-2,-17
EV,10721,14492,-6,-14
EV,10721,14492,-6,-12
EV,10721,14492,-5,-2
EV,10721,14492,-7,-11
EV,10721,14492,-9,-25
EV,14122,11433,-5,-1
EV,11057,12953,-4,-32
EV,14492,10721,-7,-15
EV,14492,10721,-7,-16
EV,14492,10721,-7,-12
EV,14492,10721,-4,-17
EV,14492,10721,-5,-18
EV,14492,10721,-3,-18
EV,14492,10721,60,47
EV,14492,10721,-2,-29
EV,14492,10721,-2,-21
EV,14492,10721,70,51
EV,14492,10721,35,23
EV,14492,10721,-7,-17
EV,14492,10721,-5,-22
EV,14492,10721,-6,-17
EV,14492,10721,-7,-28
EV,14492,10721,-6,-27
EV,14492,10721,0,-19
EV,14492,10721,-7,-10
EV,14492,10721,-1,-5
EV,14492,10721,-6,-23
EV,14492,10721,-4,-8
EV,14492,10721,-3,-16
EV,14492,10721,-3,-15
EV,14492,10721,-4,-6
EV,14492,10721,-6,-22
EV,12953,13931,-4,-21
EV,12953,13931,-8,-20
EV,12953,13931,-4,-28
EV,12953,13931,24,6
EV,12953,13931,-9,-16
EV,12953,13931,-6,-23
EV,12953,11057,-2,-3
EV,12953,11057,1,12
EV,12953,11057,-6,-18
EV,12953,11057,-1,-20
EV,12953,11057,-8,-13
EV,13930,13487,0,1
EV,14122,11433,0,62
EV,14122,11433,12,15
EV,14122,11433,-9,-6
EV,14122,11433,-7,-17
EV,14122,11433,27,19
EV,14122,11433,0,0
EV,14122,11433,-10,-11
EV,14122,11433,-6,-9
EV,14122,11433,-8,-20
EV,14122,11433,-7,-5
EV,14122,11433,0,9
EV,14122,11433,6,-3
EV,14122,11433,-7,-12
EV,14122,11433,-8,31
EV,14122,11433,14,2
EV,14122,11433,41,27
EV,14122,11433,-3,-5
EV,14122,11433,24,23
EV,14122,11433,-8,-13
EV,14122,11433,6,1
EV,14122,11433,-3,14
EV,14122,11433,-3,-5
EV,14122,11433,-9,-5
EV,11193,11298,-8,-27
EV,11193,11278,-9,-16
EV,11193,11278,-11,-23
EV,11193,11278,-9,-21
EV,11193,11278,-5,-12
EV,11193,11278,-10,-25
EV,11193,11278,-8,-6
EV,11193,11278,111,174
EV,11193,11278,0,0
EV,11193,11278,-7,-18
EV,11193,11278,76,80
EV,11193,11278,-7,-13
EV,11193,11278,-4,-13
EV,11193,11278,-10,0
EV,11193,11278,-11,-1
EV,11193,11278,0,0
EV,11193,11278,-5,-13
EV,11193,11278,-7,-15
EV,11193,11278,-10,-26
EV,11193,11278,103,103
EV,11193,11278,36,43
EV,11193,11278,-8,-9
EV,11193,11278,-10,-25
EV,11193,11278,-11,-17
EV,11193,11278,-9,-15
EV,11193,11278,-9,-18
EV,13487,10423,-8,-44
EV,10721,11193,-6,-9
EV,10721,11193,3,3
EV,10721,11193,-7,-9
EV,10721,11193,-1,-4
EV,10721,11193,-6,-4
EV,10721,11193,-7,-5
EV,12953,14027,99,85
EV,14027,12953,96,80
EV,12953,14122,53,32
EV,12953,14122,-6,-19
EV,12953,14122,233,244
EV,12953,14122,30,121
EV,12953,14122,-3,2
EV,12953,14122,-7,-6
EV,12953,14122,-1,-18
EV,12953,14122,-5,2
EV,12953,14122,-3,17
EV,12953,14122,9,6
EV,12953,14122,0,0
EV,12953,14122,-6,-18
EV,12953,14122,-7,-25
EV,12953,14122,-3,-17
EV,12953,14122,-8,-5
EV,12953,14122,-4,-21
EV,12953,14122,41,17
EV,12953,14122,180,160
EV,12953,14122,0,0
EV,12953,14122,0,0
EV,12953,14122,-3,14
EV,12953,14122,261,278
EV,12953,14122,15,11
EV,12953,14122,-4,-13
EV,12953,14122,-13,-32
EV,12953,14122,-4,-19
EV,11057,13487,0,0
EV,11057,13487,-1,-33
EV,11057,13487,3,-17
EV,11057,13487,-2,-33
EV,11057,13487,1,-13
EV,11057,13487,-4,-33
EV,11057,13487,-5,-17
EV,11057,13487,-5,-34
EV,11057,13487,-9,-31
EV,11057,13487,-7,-25
EV,11057,13487,-5,-18
EV,11057,13487,11,-16
EV,11057,13487,21,-15
EV,11057,13487,-7,-27
EV,11057,13487,-5,-20
EV,11057,13487,-8,-33
EV,11057,13487,-10,-43
EV,13487,11057,1,-7
EV,13487,11057,-6,24
EV,13487,11057,-2,-17
EV,13487,11057,3,42
EV,13487,11057,0,0
EV,13487,11057,-6,2
EV,13487,11057,-1,-11
EV,13487,11057,-3,-22
EV,13487,11057,256,272
EV,13487,11057,10,25
EV,13487,11057,-2,-10
EV,13487,11057,-1,-6
EV,13487,11057,-2,-17
EV,13487,11057,-1,17
EV,13487,11057,-1,22
EV,13487,11057,-5,-3
EV,13487,11057,-4,-18
EV,11193,14492,-8,-14
EV,11193,14492,-5,-11
EV,11193,14492,2,-7
EV,11057,13244,-7,-16
EV,11057,13244,-5,2
EV,11057,13244,-5,-7
EV,11057,13244,-8,-5
EV,11057,13244,-6,-7
EV,11057,13244,3,-13
EV,11057,13244,-7,-19
EV,11057,13244,-6,1
EV,11057,13244,-6,-24
EV,11057,13244,-8,-13
EV,11057,13244,-8,-11
EV,11057,13244,-8,-30
EV,11057,13244,-7,-14
EV,11057,13244,-1,6
EV,11057,13244,-8,-1
EV,11057,13244,-4,2
EV,11057,13244,12,-7
EV,11057,13244,-7,-21
EV,11057,13244,20,12
EV,11057,13244,-7,-15
EV,11057,13244,-5,-10
EV,13244,11057,-6,-12
EV,13244,11057,-3,-17
EV,13244,11057,-3,-20
EV,13244,11057,-2,-15
EV,13244,11057,-7,-5
EV,13244,11057,-1,-11
EV,13244,11057,-5,-11
EV,13244,11057,-8,-23
EV,13244,11057,-6,-16
EV,13244,11057,-5,-18
EV,13244,11057,26,16
EV,13244,11057,1,14
EV,13244,11057,-3,-21
EV,13244,11057,-5,-22
EV,13244,11057,49,41
EV,13244,11057,-5,4
EV,13244,11057,-5,-29
EV,13244,11057,-2,0
EV,13244,11057,-3,-19
EV,13244,11057,-6,-7
EV,13244,11057,-1,-8
EV,12953,11433,0,-25
EV,10529,11193,-4,-7
EV,10529,11193,-7,-31
EV,10529,11193,-11,-24
EV,10529,11193,-6,-25
EV,10721,11433,-3,-12
EV,10721,11433,-1,-5
EV,10721,11433,12,-2
EV,10721,11433,25,10
EV,10721,11433,-10,-22
EV,10721,11433,-1,-11
EV,11433,10721,-3,-6
EV,11433,10721,-4,-16
EV,11433,10721,66,57
EV,11433,10721,10,-10
EV,11433,10721,-7,-14
EV,11193,10529,-5,-14
EV,11193,10529,-10,-19
EV,11193,10529,0,1
EV,11193,10529,-6,-3
EV,11193,10529,-8,-7
EV,11193,10529,-6,-12
EV,11193,10529,-6,-6
EV,11193,10529,5,6
EV,11193,10529,-7,-2
EV,11193,10529,-5,-8
EV,11193,10529,-7,-1
EV,11193,10529,-5,-1
EV,11193,10529,-4,-12
EV,11193,10529,-11,-3
EV,11193,10529,-5,-10
EV,11193,10529,1,3
EV,11193,10529,-8,-12
EV,11193,10529,-7,-13
EV,11193,10529,-6,-11
EV,11193,10529,-10,-17
EV,11193,10529,-4,6
EV,11193,10529,-6,1
EV,11193,10529,-4,-7
EV,11193,10529,-8,-10
EV,11193,10529,-6,-12
EV,11193,10529,-6,-2
EV,11193,10529,-7,4
EV,11193,10529,-4,6
EV,11193,10529,-6,-13
EV,11193,10529,-3,-10
EV,11193,10529,-5,5
EV,11193,10529,-4,-10
EV,11193,10529,-7,-3
EV,11193,10529,16,17
EV,11193,10529,-9,14
EV,11193,10529,-8,-1
EV,11193,10529,-5,2
EV,11193,10529,-1,4
EV,11193,10529,-1,21
EV,11193,13342,-9,-17
EV,11193,13342,-3,-8
EV,11193,13342,-1,1
EV,11193,13342,264,256
EV,11193,13342,44,29
EV,11193,13342,-2,-15
EV,11193,13342,-2,-13
EV,11193,13342,11,-2
EV,11193,13342,-5,-19
EV,11193,13342,-1,-11
EV,11193,13342,-9,-22
EV,11193,13342,-3,-2
EV,11193,13342,-1,-13
EV,11193,13342,38,23
EV,11193,13342,21,18
EV,11193,13342,-9,-10
EV,11193,13342,28,25
EV,11193,13342,-6,-22
EV,11193,13342,-2,-15
EV,11193,13342,-1,-12
EV,13342,11193,-7,-21
EV,13342,11193,-2,-14
EV,13342,11193,2,-13
EV,13342,11193,-5,1
EV,13342,11193,29,11
EV,13342,11193,239,248
EV,13342,11193,-5,-22
EV,13342,11193,-4,-15
EV,13342,11193,19,1
EV,13342,11193,7,5
EV,13342,11193,13,30
EV,13342,11193,32,26
EV,13342,11193,-5,-15
EV,13342,11193,-9,7
EV,13342,11193,-10,-29
EV,13342,11193,-2,-6
EV,13342,11193,-7,-22
EV,13342,11193,-4,-22
EV,13342,11193,-8,-17
EV,13342,11193,-3,-17
EV,11193,10721,-3,-20
EV,11193,10721,-4,-12
EV,11193,10721,-6,-15
EV,11193,10721,-3,-3
EV,11193,10721,-5,-18
EV,11193,10721,-6,-21
EV,14492,10721,-8,-25
EV,14492,10721,53,44
EV,14492,10721,-8,-25
EV,14492,10721,-7,-25
EV,14492,10721,-5,0
EV,14492,10721,-3,-20
EV,14492,10721,-1,-16
EV,14492,10721,44,14
EV,14492,10721,-2,-22
EV,14492,10721,-4,-22
EV,14492,10721,17,2
EV,14492,10721,-2,-25
EV,14492,10721,-3,-22
EV,14492,10721,5,-17
EV,14492,10721,16,4
EV,14492,10721,137,136
EV,14492,10721,-5,-13
EV,14492,10721,-6,-14
EV,14492,10721,-6,-23
EV,14492,10721,-4,-14
EV,14492,10721,146,169
EV,14492,10721,-4,-26
EV,14492,10721,-9,-25
EV,14492,10721,-8,-33
EV,14492,10721,-2,-25
EV,14492,10721,-4,-23
EV,13244,12266,-3,-16
EV,13244,12266,-5,-6
EV,13244,12266,-6,-13
EV,13244,12266,-7,-13
EV,13244,12266,-5,-20
EV,13244,12266,-8,0
EV,13244,12266,-6,-12
EV,13244,12266,-6,-9
EV,13244,12266,-14,-29
EV,13244,12266,-5,-11
EV,13244,12266,60,46
EV,13244,12266,-6,-6
EV,13244,12266,-3,38
EV,13244,12266,37,31
EV,13244,12266,-2,-10
EV,11433,12264,-4,-5
EV,11433,12264,-7,-13
EV,11433,12264,14,-4
EV,11433,12264,-9,-16
EV,11433,12264,-5,-5
EV,11433,12264,6,-2
EV,11433,12264,-1,-2
EV,11433,14100,-5,-21
EV,11433,14100,148,162
EV,11433,14100,-1,-14
EV,11433,14100,90,75
EV,11433,14100,51,33
EV,11433,14100,111,103
EV,11433,14100,20,40
EV,11433,14100,31,20
EV,11433,14100,37,37
EV,11433,14100,-4,-15
EV,11433,14100,0,8
EV,11433,14100,-5,-19
EV,11433,14100,-3,1
EV,11433,14100,-4,-15
EV,11433,14100,-2,1
EV,11433,14100,8,12
EV,11433,14100,-1,10
EV,11433,14100,33,21
EV,11433,14100,-3,-14
EV,11433,14100,-2,15
EV,10423,13487,19,9
EV,11433,11618,-5,-5
EV,11433,11618,11,0
EV,11433,11618,-6,-18
EV,11433,11618,-1,-7
EV,11433,11618,18,7
EV,11433,11618,37,30
EV,11433,11618,18,16
EV,11433,11618,-4,-9
EV,11433,11618,1,13
EV,11433,11618,-10,0
EV,11433,11618,-9,-16
EV,11433,11618,-4,0
EV,11433,11618,-3,-11
EV,11433,11618,1,-11
EV,11433,11618,-2,-11
EV,11433,11618,17,3
EV,11433,11618,33,26
EV,11618,11433,-9,-33
EV,11618,11433,-3,71
EV,11618,11433,-2,-22
EV,11618,11433,-7,-28
EV,11618,11433,-10,-26
EV,11618,11433,-1,-23
EV,11618,11433,-6,-36
EV,11618,11433,-4,2
EV,11618,11433,-10,-25
EV,11618,11433,-9,-40
EV,11618,11433,-10,-39
EV,11618,11433,-7,-15
EV,11618,11433,-10,-6
EV,11618,11433,-6,-40
EV,11618,11433,12,-17
EV,11618,11433,-9,-47
EV,11618,11433,-6,-23
EV,11618,11433,-3,-14
EV,11618,11433,11,-17
EV,11618,11433,-3,-30
EV,13487,10423,5,-5
EV,11433,13930,7,-6
EV,11433,13930,-1,-15
EV,11433,13930,13,13
EV,11433,13930,75,55
EV,11433,13930,146,177
EV,11433,13930,39,99
EV,11433,13930,0,-12
EV,11433,13930,-2,-14
EV,11433,13930,37,24
EV,11433,13930,-4,-17
EV,11433,13930,70,47
EV,11433,13930,5,-21
EV,11433,13930,-2,-10
EV,11433,13930,-6,-23
EV,11433,13930,11,-7
EV,11433,13930,-6,5
EV,11433,13930,148,136
EV,11433,13930,-1,-16
EV,11433,13930,98,103
EV,11433,13930,0,0
EV,11433,13930,138,131
EV,11433,13930,-1,0
EV,11433,13930,-1,-23
EV,13930,11433,-3,-27
EV,13930,11433,95,69
EV,13930,11433,164,151
EV,13930,11433,55,63
EV,13930,11433,4,-19
EV,13930,11433,-2,-25
EV,13930,11433,-1,-26
EV,13930,11433,136,111
EV,13930,11433,0,0
EV,13930,11433,95,68
EV,13930,11433,-3,-29
EV,13930,11433,131,106
EV,13930,11433,5,-5
EV,13930,11433,-5,-29
EV,13930,11433,-5,-18
EV,13930,11433,-10,-6
EV,13930,11433,39,18
EV,13930,11433,-4,-22
EV,13930,11433,35,19
EV,13930,11433,-9,-28
EV,11057,12953,25,3
EV,11057,12953,-8,-33
EV,11057,12953,2,31
EV,12953,11057,22,28
EV,12953,11057,-5,-16
EV,12953,11057,-6,-14
EV,11433,13930,61,81
EV,11433,13930,32,32
EV,11433,13930,-1,-9
EV,11433,13930,269,251
EV,11433,13930,4,-5
EV,11433,13930,193,193
EV,11433,13930,0,0
EV,11433,13930,-4,-11
EV,11433,13930,2,-6
EV,11433,13930,-2,-8
EV,11433,13930,17,36
EV,11433,13930,-8,-27
EV,11433,13930,26,16
EV,11433,13930,13,-4
EV,11433,13930,7,-10
EV,11433,13930,4,-12
EV,11433,13930,-3,-16
EV,10423,13487,-12,-21
EV,13931,12953,-9,-14
EV,14492,10721,-5,-21
EV,14492,10721,-6,-14
EV,14492,10721,-1,-6
EV,14492,10721,-8,-29
EV,14492,10721,-5,-32
EV,14492,10721,-3,-20
EV,14492,10721,0,-18
EV,14492,10721,-4,-19
EV,14492,10721,28,12
EV,14492,10721,0,-17
EV,14492,10721,-1,7
EV,14492,10721,-1,-18
EV,14492,10721,4,-1
EV,14492,10721,-4,-24
EV,14492,10721,-6,-5
EV,14492,10721,-4,-17
EV,14492,10721,0,0
EV,14492,10721,-5,9
EV,14492,10721,10,0
EV,14492,10721,-6,-27
EV,14492,10721,-6,-22
EV,14492,10721,33,23
EV,11057,11433,-6,-22
EV,11057,11433,46,48
EV,11057,11433,-3,-10
EV,11057,11433,311,389
EV,11057,11433,-3,5
EV,11057,11433,-2,-14
EV,11057,11433,-6,-9
EV,11057,11433,-3,-12
EV,11057,11433,-7,-30
EV,11057,11433,14,4
EV,11057,11433,56,37
EV,11057,11433,-6,-2
EV,11057,11433,0,8
EV,11057,11433,16,11
EV,11057,11433,24,35
EV,11057,11433,263,260
EV,11057,11433,-1,-18
EV,11433,12264,-5,-7
EV,11433,12264,-8,-18
EV,11433,12264,-6,-7
EV,11433,12264,70,67
EV,11433,12264,8,1
EV,11433,12264,-5,9
EV,11433,12264,-8,-4
EV,12264,11433,-8,-31
EV,12264,11433,-7,-19
EV,12264,11433,179,160
EV,12264,11433,18,54
EV,12264,11433,-13,-23
EV,12264,11433,1,-12
EV,12264,11433,-6,-6
EV,11057,11433,-6,-22
EV,11057,11433,2,-11
EV,11057,11433,9,-12
EV,11057,11433,-7,-2
EV,11057,11433,-2,-16
EV,11057,11433,-9,-16
EV,11057,11433,-5,-12
EV,11057,11433,-9,-27
EV,11057,11433,13,-5
EV,11057,11433,-7,-8
EV,11057,11433,76,45
EV,11057,11433,0,-19
EV,11057,11433,-4,-25
EV,11057,11433,10,-11
EV,11057,11433,0,-19
EV,11057,11433,-3,-7
EV,11057,11433,-2,-13
EV,11057,11433,-2,28
EV,11057,11433,0,-5
EV,12266,11433,-3,-1
EV,12266,11433,0,-13
EV,12266,11433,2,10
EV,12266,11433,-3,-4
EV,12266,11433,0,11
EV,12266,11433,1,20
EV,12266,11433,-2,-6
EV,13931,12953,-2,-13
EV,11433,11057,-9,-28
EV,11433,11057,127,103
EV,11433,11057,66,58
EV,11433,11057,1,7
EV,11433,11057,45,49
EV,11433,11057,2,4
EV,11433,11057,0,-8
EV,11433,11057,-5,-15
EV,11433,11057,-4,-13
EV,11433,11057,0,6
EV,11433,11057,1,-14
EV,11433,11057,26,13
EV,11433,11057,17,-3
EV,11433,11057,22,17
EV,11433,11057,-6,-18
EV,11433,11057,-1,-5
EV,11433,11057,185,169
EV,11433,11057,81,73
EV,11433,11057,-2,-17
EV,11433,11057,-8,-14
EV,11259,10397,-8,-15
EV,11259,10397,-5,0
EV,11259,10397,-6,12
EV,11259,10397,-10,-11
EV,11259,10397,-10,3
EV,11259,10397,-5,23
EV,11259,10397,-8,-11
EV,11259,10397,-8,-11
EV,11259,10397,8,16
EV,11259,10397,-6,-3
EV,11259,10397,-11,0
EV,11259,10397,70,59
EV,11259,10397,-4,7
EV,11259,10397,-5,-10
EV,11259,10397,-10,-21
EV,11259,10397,-8,-5
EV,11259,10397,17,20
EV,11259,10397,-10,-4
EV,11259,10397,-6,-16
EV,11259,10397,63,74
EV,11259,10397,-9,-2
EV,11259,10397,-5,-1
EV,11259,10397,-9,5
EV,11259,10397,2,3
EV,11259,10397,-3,6
EV,11259,10397,-5,-9
EV,11259,10397,-7,-5
EV,11259,10397,12,29
EV,11259,10397,-8,-2
EV,10721,11193,-3,-20
EV,10721,11193,-8,-21
EV,10721,11193,-3,-16
EV,10721,11193,0,-7
EV,10721,11193,-6,-10
EV,10721,11193,-3,-7
EV,10721,11193,-9,-19
EV,10721,11193,-5,-25
EV,10721,11193,-5,-9
EV,10721,11193,-3,-13
EV,10721,11193,-4,-12
EV,10721,11193,-2,-17
EV,10721,11193,-3,-2
EV,10721,11193,-4,-8
EV,10721,11193,119,114
EV,10721,11193,-8,-21
EV,10721,11193,-9,-15
EV,10721,11193,-7,-23
EV,10721,11193,-2,-10
EV,10721,11193,-8,-32
EV,11433,13342,101,94
EV,11433,13342,-1,-12
EV,12266,11433,0,2
EV,12266,11433,-5,-19
EV,12266,11433,-8,-36
EV,12266,11433,-3,-13
EV,12953,11057,-4,-33
EV,10529,13487,170,165
EV,10792,12953,164,150
EV,12953,10792,-5,-12
EV,13487,10529,164,157
EV,10397,11618,-1,-10
EV,11618,10397,-6,-28
EV,11193,11278,-1,-9
EV,11193,11278,3,4
EV,11193,11278,132,114
EV,11193,11278,-4,-5
EV,11193,11278,0,-10
EV,11193,11278,-5,-5
EV,11278,11193,-4,-9
EV,11278,11193,0,3
EV,11278,11193,-5,-6
EV,11278,11193,109,111
EV,11278,11193,-1,-13
EV,11278,11193,-7,-14
EV,13244,11433,-5,-6
EV,13244,11433,-3,-3
EV,13244,11433,-1,-27
EV,13244,11433,-3,-6
EV,13244,11433,-7,-22
EV,13244,11433,2,-4
EV,13244,11433,-2,-3
EV,13244,11433,171,150
EV,13244,11433,-2,-18
EV,13244,11433,-5,-7
EV,13244,11433,-6,-12
EV,13244,11433,-6,-20
EV,13244,11433,8,3
EV,13244,11433,41,13
EV,13244,11433,6,-5
EV,13244,11433,33,12
EV,13244,11433,-2,-21
EV,13244,11433,-1,-16
EV,13244,11433,-2,-1
EV,10529,11433,138,114
EV,10529,11433,0,-11
EV,10529,11433,-5,-24
EV,10529,11433,-3,6
EV,10529,11433,-3,-3
EV,13487,12266,-6,-19
EV,12953,10792,-2,-21
DL,11433,10397,-2,-15
DL,12892,10397,-3,-1
DL,10397,12451,-8,-14
DL,14869,13204,-4,-12
DL,10397,10792,-3,-15
DL,10792,10397,-17,-17
DL,14869,13796,-7,-2
DL,13796,14869,-6,-5
DL,12892,12478,-1,-10
DL,14492,10397,-4,-19
DL,10397,11433,0,-22
DL,12478,15304,-4,-3
DL,13303,12892,85,68
DL,10397,12264,-5,-19
DL,12264,10397,-4,-17
DL,15304,12953,6,-12
DL,12953,14027,5,20
DL,14027,12953,10,-20
DL,11433,10397,12,23
DL,10397,10792,-6,-9
DL,10792,10397,-11,-13
DL,10397,14492,-2,-15
DL,14492,10397,-2,-9
DL,15016,10397,-7,-1
DL,14869,13204,-4,-9
DL,12892,13495,0,-3
DL,13931,10397,-3,-13
DL,14027,10397,1,-16
DL,14869,11618,-3,-30
DL,11618,14869,-7,-16
DL,10397,12451,-2,-2
DL,12451,10397,-2,-18
DL,13487,14100,-1,-1
DL,14100,13487,-5,2
DL,14869,10821,0,-17
DL,14027,10397,5,-10
DL,15304,12478,55,64
DL,14869,14057,-4,2
DL,14057,14869,-2,-5
DL,10397,12264,39,27
DL,12264,10397,14,3
DL,13830,12892,0,12
DL,12892,13830,-7,-34
DL,10397,15016,12,8
DL,10397,10721,21,-6
DL,10721,10397,-2,-7
DL,12889,10397,0,-12
DL,10397,10693,-4,-20
DL,14057,14869,-4,-13
DL,13303,13487,-1,-17
DL,14869,12892,-2,-14
DL,12173,12892,-5,-6
DL,12892,13487,-10,-21
DL,10721,14869,0,-2
DL,11433,12889,-7,-20
DL,13487,14100,-5,-26
DL,13487,12892,-5,-10
DL,12892,13830,-4,-36
DL,10397,14747,-6,-16
DL,11433,12339,-9,-21
DL,14869,10397,4,-8
DL,13487,13204,1,-10
DL,11433,11618,6,-16
DL,11433,10693,0,-2
DL,14869,12339,-1,-15
DL,10397,14027,-15,-15
DL,10397,13487,-4,-16
DL,12953,11433,-3,-14
DL,13303,11433,-1,-14
DL,10397,13931,-2,-13
DL,13931,10397,-4,-4
DL,12339,14869,-4,2
DL,11278,10397,-6,-8
DL,10397,15376,38,16
DL,15376,10397,20,8
DL,10397,12191,-3,-8
DL,14107,14869,-9,-4
DL,13487,14683,-6,-19
DL,14683,13487,-7,-19
DL,10397,13198,-4,-15
DL,13198,10397,-4,-10
DL,10397,14908,-4,-34
DL,14869,13796,-1,-9
DL,12892,10397,-8,-1
DL,13487,14122,-5,-23
DL,10397,12451,-4,-2
DL,12451,10397,-4,-9
DL,10397,13851,-4,-21
DL,10397,12339,-5,-1
DL,12892,12478,-3,-14
DL,14307,10397,-3,-3
DL,10792,10397,-5,-4
DL,10397,12266,22,24
DL,14683,13487,-5,-26
DL,12478,11697,-8,28
DL,10397,13198,-5,-13
DL,13198,10397,-6,-15
DL,10397,12451,-2,-13
DL,13204,10397,-8,-14
DL,12478,14869,-4,-11
DL,10397,11066,15,-5
DL,11066,10397,-2,-11
DL,10397,13495,-2,-14
DL,13495,10397,-4,-13
DL,10397,13244,-3,-6
DL,12889,12892,0,0
DL,10397,14027,11,18
DL,10397,12953,13,-4
DL,10397,14057,-1,-9
DL,10397,11697,-3,1
DL,11697,10397,0,7
DL,10397,14908,0,-16
DL,10397,11433,20,0
DL,13487,10397,-6,2
DL,10397,13495,1,-4
DL,13495,10397,154,144
DL,10397,14492,-2,-11
DL,14492,10397,-3,-13
DL,10397,14122,9,-5
DL,10397,14122,54,34
DL,14869,12892,-6,7
DL,10821,13487,-4,-16
DL,11193,13204,3,-1
DL,12892,11433,-3,-2
DL,10397,14524,-5,-20
DL,14524,10397,-4,-9
DL,10423,10397,-5,-13
DL,14771,11433,-3,-18
DL,11292,12478,-3,-20
DL,10397,11066,-2,-21
DL,11066,10397,-10,-26
DL,10721,13204,1,6
DL,10397,11292,-2,-10
DL,11292,10397,-4,-16
DL,11433,13930,-2,-13
